Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State
TRX02928,"Kidd, Miller and Raymond",4050490.5,Department of Defense,2023-09-10,Fixed-Price Contract,MEX,TX
TRX02929,Robinson Group,4176564.44,NASA,2021-01-04,Indefinite Delivery Contract,CAN,NC
TRX02930,"Clark, Santiago and Moreno",1489937.37,Department of Education,2022-01-01,Time-and-Materials Contract,CAN,GA
TRX02931,Hernandez PLC,576614.04,NASA,2021-03-03,Fixed-Price Contract,CAN,MI
TRX02932,Schneider Inc,1089889.91,NASA,2022-03-31,Fixed-Price Contract,MEX,OH
TRX02933,Roberts and Sons,22442.94,Department of Education,2021-02-05,Time-and-Materials Contract,CAN,NC
TRX02934,"Carson, Moore and Hines",1510264.06,Department of Health and Human Services,2023-01-15,Fixed-Price Contract,USA,CA
TRX02935,Washington LLC,3847116.62,Department of Health and Human Services,2023-07-07,Cost-Reimbursement Contract,MEX,GA
TRX02936,Weiss and Sons,3122334.88,Department of Health and Human Services,2022-11-14,Indefinite Delivery Contract,USA,NC
TRX02937,"Hall, Avery and Larson",4626384.7,Department of Education,2021-11-20,Time-and-Materials Contract,USA,MI
TRX02938,Bray Inc,3631338.2,Department of Education,2021-11-05,Fixed-Price Contract,MEX,PA
TRX02939,"Griffin, Kelley and Mcdonald",1992516.02,Department of Agriculture,2021-01-27,Time-and-Materials Contract,USA,OH
TRX02940,Powell PLC,1003359.83,Department of Agriculture,2022-03-05,Indefinite Delivery Contract,CAN,CA
TRX02941,"Jones, Tucker and Kelly",2273514.15,NASA,2023-08-28,Indefinite Delivery Contract,CAN,NY
TRX02942,Rojas Inc,4680406.71,Department of Health and Human Services,2021-12-28,Cost-Reimbursement Contract,MEX,FL
TRX02943,Bell-Clark,1259286.28,Department of Health and Human Services,2023-07-27,Indefinite Delivery Contract,USA,MI
TRX02944,White Group,625919.19,Department of Health and Human Services,2021-08-26,Indefinite Delivery Contract,MEX,OH
TRX02945,"Wood, Harris and Nguyen",4776479.52,Department of Education,2021-01-04,Indefinite Delivery Contract,MEX,PA
TRX02946,Smith-Hart,2176885.6,Department of Education,2023-04-24,Fixed-Price Contract,USA,FL
TRX02947,"Luna, Garcia and Walker",2559853.51,Department of Defense,2021-07-30,Cost-Reimbursement Contract,MEX,TX
TRX02948,"Smith, Vasquez and Archer",3108063.58,Department of Education,2023-12-27,Time-and-Materials Contract,MEX,PA
TRX02949,"Cisneros, Shepherd and Collins",1552605.41,NASA,2022-12-30,Cost-Reimbursement Contract,CAN,NC
TRX02950,Payne Group,809334.24,NASA,2023-06-14,Cost-Reimbursement Contract,USA,VA
TRX02951,"Smith, Mcgrath and Hughes",134543.32,Department of Education,2024-03-16,Cost-Reimbursement Contract,CAN,VA
TRX02952,Hensley LLC,3453468.76,Department of Defense,2021-10-02,Time-and-Materials Contract,CAN,PA
TRX02953,"Bennett, Jones and Wise",2247644.64,Department of Energy,2021-12-10,Time-and-Materials Contract,MEX,CA
TRX02954,Mckenzie-Gibbs,785226.81,Department of Defense,2021-06-27,Fixed-Price Contract,USA,TX
TRX02955,Jackson-Patel,1625488.91,Department of Defense,2022-07-07,Fixed-Price Contract,USA,CA
TRX02956,"Hill, Gonzalez and Peters",2749017.39,NASA,2023-07-14,Time-and-Materials Contract,MEX,FL
TRX02957,Mckay Inc,4317799.74,Department of Energy,2021-12-22,Time-and-Materials Contract,MEX,GA
TRX02958,"Lopez, Lewis and Bailey",1560784.4,Department of Education,2021-09-07,Cost-Reimbursement Contract,USA,GA
TRX02959,"Brown, Taylor and Simmons",2619287.36,Department of Agriculture,2022-01-30,Cost-Reimbursement Contract,CAN,CA
TRX02960,"Martin, Fields and Dunn",3680654.53,Department of Defense,2023-10-04,Fixed-Price Contract,MEX,OH
TRX02961,Lewis Ltd,1263802.22,NASA,2022-02-25,Fixed-Price Contract,USA,FL
TRX02962,"Frederick, Aguilar and Cummings",1730575.62,Department of Agriculture,2024-01-11,Cost-Reimbursement Contract,MEX,OH
TRX02963,"Cruz, Bennett and Davis",4489625.85,Department of Defense,2022-08-10,Time-and-Materials Contract,USA,GA
TRX02964,Jackson LLC,3127253.2,NASA,2024-02-26,Cost-Reimbursement Contract,USA,CA
TRX02965,Jackson and Sons,3178990.38,Department of Energy,2021-12-15,Cost-Reimbursement Contract,CAN,GA
TRX02966,Grant-Johnson,4498985.61,Department of Education,2022-08-10,Time-and-Materials Contract,MEX,PA
TRX02967,Silva Group,3601603.11,Department of Energy,2023-08-03,Indefinite Delivery Contract,USA,OH
TRX02968,Smith-Parker,956060.85,Department of Education,2021-06-08,Time-and-Materials Contract,CAN,PA
TRX02969,Smith-Cain,4944307.9,NASA,2023-01-20,Indefinite Delivery Contract,MEX,TX
TRX02970,Villarreal LLC,4261727.58,Department of Defense,2021-04-30,Cost-Reimbursement Contract,MEX,CA
TRX02971,Gillespie Inc,2949546.04,Department of Education,2022-07-08,Cost-Reimbursement Contract,MEX,NC
TRX02972,Hunter and Sons,4870317.68,Department of Education,2023-02-28,Cost-Reimbursement Contract,MEX,TX
TRX02973,Salazar-Johnson,479609.89,Department of Energy,2021-08-26,Cost-Reimbursement Contract,MEX,FL
TRX02974,Hill Ltd,36719.35,Department of Defense,2023-10-31,Fixed-Price Contract,CAN,NC
TRX02975,Chen Ltd,1547597.21,Department of Agriculture,2023-05-26,Time-and-Materials Contract,USA,OH
TRX02976,"Camacho, Guzman and Ortiz",4885575.41,Department of Health and Human Services,2021-04-22,Cost-Reimbursement Contract,USA,PA
TRX02977,Stevens-Brown,3611842.64,Department of Education,2023-01-28,Fixed-Price Contract,MEX,OH
TRX02978,Sanchez Inc,717612.45,Department of Health and Human Services,2023-08-14,Fixed-Price Contract,USA,GA
TRX02979,Serrano Ltd,3540254.58,NASA,2024-01-21,Indefinite Delivery Contract,MEX,VA
TRX02980,Harris PLC,2379151.96,Department of Education,2021-06-12,Cost-Reimbursement Contract,USA,MI
TRX02981,Douglas-Moore,3523518.92,Department of Health and Human Services,2021-03-07,Time-and-Materials Contract,CAN,NY
TRX02982,"Arias, Anderson and Barnes",2996159.98,Department of Defense,2021-12-13,Fixed-Price Contract,MEX,FL
TRX02983,Smith Group,1710155.37,Department of Energy,2021-09-27,Time-and-Materials Contract,CAN,OH
TRX02984,"Jones, Roberts and Stewart",4560058.92,Department of Energy,2021-06-09,Time-and-Materials Contract,USA,TX
TRX02985,Jones and Sons,1032536.54,Department of Agriculture,2021-11-17,Time-and-Materials Contract,USA,FL
TRX02986,"Smith, Schneider and Jordan",1585865.2,Department of Transportation,2023-10-16,Cost-Reimbursement Contract,CAN,FL
TRX02987,Middleton and Sons,3682503.02,Department of Energy,2023-09-08,Indefinite Delivery Contract,CAN,NY
TRX02988,Lopez Ltd,4427139.33,Department of Defense,2022-04-01,Cost-Reimbursement Contract,MEX,MI
TRX02989,"Wilson, Osborne and Smith",2897696.63,Department of Education,2022-06-09,Time-and-Materials Contract,USA,PA
TRX02990,"Ritter, Ramsey and Wong",2586263.53,Department of Health and Human Services,2021-07-23,Fixed-Price Contract,CAN,TX
TRX02991,Lewis Inc,2457167.18,Department of Agriculture,2022-03-12,Indefinite Delivery Contract,USA,CA
TRX02992,Yang-Durham,743491.71,Department of Energy,2023-04-28,Fixed-Price Contract,CAN,TX
TRX02993,Lane Ltd,3584150.98,Department of Education,2022-09-23,Indefinite Delivery Contract,CAN,CA
TRX02994,"Harrell, Reese and Lee",2374927.01,Department of Health and Human Services,2022-11-01,Time-and-Materials Contract,CAN,OH
TRX02995,Brown-Watson,1665680.28,Department of Transportation,2023-04-28,Indefinite Delivery Contract,CAN,NC
TRX02996,"Hunt, Esparza and Smith",4772651.01,Department of Defense,2022-02-07,Cost-Reimbursement Contract,CAN,CA
TRX02997,"Adams, Morris and Blair",519097.38,NASA,2023-04-28,Indefinite Delivery Contract,USA,TX
TRX02998,Alvarez-Barry,3312263.61,NASA,2021-11-18,Time-and-Materials Contract,MEX,FL
TRX02999,Taylor-Knox,3472483.13,Department of Agriculture,2023-01-21,Time-and-Materials Contract,MEX,MI
TRX03000,Peters LLC,2861103.4,Department of Energy,2023-07-18,Time-and-Materials Contract,USA,TX
TRX03001,Carey Group,4452164.53,Department of Health and Human Services,2021-07-27,Time-and-Materials Contract,CAN,CA
TRX03002,"Robertson, Sharp and Solis",3131892.2,Department of Energy,2021-06-13,Time-and-Materials Contract,CAN,VA
TRX03003,Grant-Wallace,4540989.51,Department of Defense,2022-02-21,Cost-Reimbursement Contract,MEX,FL
TRX03004,"Mendoza, Smith and Thornton",4901787.73,Department of Agriculture,2021-02-23,Time-and-Materials Contract,MEX,NC
TRX03005,"Drake, Adams and Stewart",4151692.99,NASA,2022-01-22,Time-and-Materials Contract,USA,NY
TRX03006,"Solis, Davis and King",1035892.63,NASA,2022-06-05,Fixed-Price Contract,CAN,GA
TRX03007,Lloyd Group,3583440.6,Department of Transportation,2022-12-23,Fixed-Price Contract,MEX,FL
TRX03008,"Wu, Wagner and Robinson",3849141.5,Department of Health and Human Services,2021-12-21,Fixed-Price Contract,CAN,CA
TRX03009,Jennings-Spencer,3488340.45,Department of Transportation,2023-10-31,Time-and-Materials Contract,USA,NC
TRX03010,Torres-Boyd,4023497.01,Department of Education,2022-06-02,Fixed-Price Contract,USA,NY
TRX03011,Roman-Ward,714287.98,NASA,2023-04-22,Cost-Reimbursement Contract,USA,TX
TRX03012,Herrera Group,4327834.81,Department of Agriculture,2021-05-24,Fixed-Price Contract,CAN,NC
TRX03013,Peters-Lewis,1301980.22,Department of Energy,2022-03-28,Fixed-Price Contract,CAN,GA
TRX03014,Kennedy and Sons,1457940.25,Department of Agriculture,2023-02-09,Time-and-Materials Contract,USA,VA
TRX03015,Lane Group,3667378.0,Department of Transportation,2023-07-16,Time-and-Materials Contract,USA,NC
TRX03016,Snyder Inc,3074327.41,Department of Health and Human Services,2023-06-13,Cost-Reimbursement Contract,CAN,GA
TRX03017,"Fernandez, Young and Jones",3202502.0,Department of Transportation,2024-01-20,Indefinite Delivery Contract,CAN,TX
TRX03018,Smith Inc,4407435.27,Department of Agriculture,2021-06-03,Time-and-Materials Contract,USA,OH
TRX03019,"Robinson, Hurst and Wright",1301642.3,Department of Agriculture,2023-08-21,Indefinite Delivery Contract,CAN,OH
TRX03020,"Perry, Kim and Carter",319865.27,Department of Defense,2021-08-29,Cost-Reimbursement Contract,MEX,CA
TRX03021,Bryan Ltd,4154450.32,Department of Energy,2022-06-09,Fixed-Price Contract,CAN,CA
TRX03022,Brown-Davis,2902321.28,Department of Transportation,2021-01-29,Time-and-Materials Contract,MEX,GA
TRX03023,Fitzpatrick and Sons,3287783.38,Department of Health and Human Services,2021-09-15,Indefinite Delivery Contract,MEX,NY
TRX03024,Martinez-Henderson,2511663.85,Department of Transportation,2022-07-17,Time-and-Materials Contract,MEX,FL
TRX03025,"Kennedy, Townsend and Flores",3853180.21,NASA,2023-08-16,Time-and-Materials Contract,CAN,NC
TRX03026,Johnson PLC,2031377.21,Department of Agriculture,2022-09-04,Cost-Reimbursement Contract,USA,GA
TRX03027,"Kennedy, Hawkins and Thompson",4442236.54,Department of Energy,2024-01-27,Cost-Reimbursement Contract,USA,MI
TRX03028,Cruz Group,1431232.75,Department of Defense,2021-06-07,Fixed-Price Contract,USA,GA
TRX03029,"Cole, Parker and Ashley",3734704.36,Department of Health and Human Services,2022-09-09,Cost-Reimbursement Contract,MEX,NC
TRX03030,"Gomez, Graves and Cook",4273371.0,Department of Defense,2021-06-03,Indefinite Delivery Contract,MEX,VA
TRX03031,"Thomas, Fisher and Thomas",1981308.67,Department of Agriculture,2021-03-17,Cost-Reimbursement Contract,USA,NY
TRX03032,"Parker, Gardner and Young",3262324.1,Department of Defense,2023-04-21,Cost-Reimbursement Contract,CAN,PA
TRX03033,Davila Group,2961907.0,Department of Health and Human Services,2023-01-04,Time-and-Materials Contract,CAN,TX
TRX03034,"King, Wright and Henderson",155050.05,Department of Energy,2021-01-27,Time-and-Materials Contract,CAN,VA
TRX03035,Moss LLC,3072859.25,Department of Education,2022-02-06,Indefinite Delivery Contract,MEX,GA
TRX03036,Jones Ltd,2750447.78,Department of Transportation,2021-01-25,Indefinite Delivery Contract,USA,FL
TRX03037,Strong LLC,3286589.04,Department of Energy,2021-10-10,Cost-Reimbursement Contract,MEX,TX
TRX03038,"Zavala, Stewart and Chung",3382737.98,Department of Agriculture,2023-12-07,Fixed-Price Contract,CAN,GA
TRX03039,Cole LLC,2844549.72,Department of Health and Human Services,2022-10-22,Cost-Reimbursement Contract,CAN,NY
TRX03040,"Davis, Franklin and Hawkins",3658223.12,Department of Education,2022-02-18,Time-and-Materials Contract,CAN,CA
TRX03041,"Kennedy, Chan and Briggs",1160967.0,NASA,2022-10-26,Cost-Reimbursement Contract,MEX,PA
TRX03042,Dennis-Grant,2617609.49,Department of Education,2023-07-12,Time-and-Materials Contract,USA,NC
TRX03043,Mendez and Sons,1046771.9,Department of Health and Human Services,2022-06-22,Time-and-Materials Contract,USA,TX
TRX03044,Armstrong Inc,2605514.66,Department of Agriculture,2023-08-28,Time-and-Materials Contract,MEX,NC
TRX03045,Sutton-Chavez,4272639.12,Department of Health and Human Services,2022-10-13,Cost-Reimbursement Contract,CAN,VA
TRX03046,"Lynn, Russell and Davis",3317278.63,Department of Health and Human Services,2022-06-08,Cost-Reimbursement Contract,MEX,GA
TRX03047,"Richardson, Turner and Johnson",539034.89,Department of Transportation,2021-07-15,Fixed-Price Contract,CAN,TX
TRX03048,Schwartz-Reynolds,4589582.28,Department of Energy,2022-10-09,Fixed-Price Contract,MEX,OH
TRX03049,"Parker, Carter and Hendrix",1952428.77,Department of Health and Human Services,2023-05-19,Time-and-Materials Contract,CAN,TX
TRX03050,Murray-Barnes,3952592.31,Department of Education,2022-03-06,Indefinite Delivery Contract,MEX,PA
TRX03051,Scott-Watson,2777824.14,Department of Transportation,2021-07-04,Cost-Reimbursement Contract,CAN,NC
TRX03052,"Jones, Williams and Perry",3313022.96,Department of Health and Human Services,2023-07-27,Cost-Reimbursement Contract,MEX,CA
TRX03053,Gomez Group,4497432.31,Department of Education,2022-07-07,Indefinite Delivery Contract,CAN,MI
TRX03054,Mcdowell-Rose,4850679.18,Department of Defense,2024-01-16,Time-and-Materials Contract,CAN,MI
TRX03055,Jones Ltd,2761022.73,Department of Education,2021-12-18,Fixed-Price Contract,MEX,OH
TRX03056,Norris LLC,2275616.65,NASA,2021-12-27,Cost-Reimbursement Contract,USA,VA
TRX03057,Mosley-Davis,2338831.77,Department of Transportation,2022-11-21,Cost-Reimbursement Contract,USA,MI
TRX03058,Barrett-Marshall,975286.47,Department of Health and Human Services,2021-01-24,Time-and-Materials Contract,USA,OH
TRX03059,Coffey-Cruz,2740123.47,Department of Defense,2021-12-07,Fixed-Price Contract,CAN,GA
TRX03060,Kennedy-Todd,3213352.85,Department of Education,2022-12-05,Cost-Reimbursement Contract,MEX,GA
TRX03061,Jones Inc,977193.42,Department of Defense,2021-07-31,Fixed-Price Contract,MEX,NC
TRX03062,Jackson PLC,3192730.15,Department of Energy,2021-08-18,Fixed-Price Contract,MEX,GA
TRX03063,Pineda PLC,1249163.08,Department of Energy,2021-03-17,Fixed-Price Contract,MEX,CA
TRX03064,Velez-Larson,1294182.69,Department of Agriculture,2022-10-13,Time-and-Materials Contract,CAN,VA
TRX03065,"Lee, Payne and Blankenship",4231803.57,Department of Energy,2022-10-11,Time-and-Materials Contract,MEX,NY
TRX03066,"Li, Smith and Lyons",4412495.72,Department of Health and Human Services,2022-08-05,Time-and-Materials Contract,USA,TX
TRX03067,York-Green,1546117.75,Department of Education,2022-03-26,Cost-Reimbursement Contract,MEX,NY
TRX03068,Compton Ltd,2060149.49,Department of Transportation,2021-11-06,Fixed-Price Contract,USA,CA
TRX03069,"Evans, Gonzales and Gonzalez",4952771.69,Department of Transportation,2023-10-26,Indefinite Delivery Contract,MEX,NY
TRX03070,"Norris, Coleman and Johnson",605220.04,Department of Agriculture,2021-03-03,Indefinite Delivery Contract,CAN,CA
TRX03071,Allen Ltd,4042832.88,Department of Health and Human Services,2021-06-01,Cost-Reimbursement Contract,USA,VA
TRX03072,Hubbard Inc,2362181.01,Department of Energy,2023-04-27,Cost-Reimbursement Contract,MEX,NC
TRX03073,Sanchez LLC,1427130.82,Department of Agriculture,2022-08-07,Time-and-Materials Contract,USA,NY
TRX03074,"Martin, Baker and Robinson",4055042.81,NASA,2022-02-02,Indefinite Delivery Contract,USA,MI
TRX03075,Davis Inc,3866041.81,Department of Agriculture,2021-08-14,Fixed-Price Contract,USA,NY
TRX03076,"King, Austin and Green",3938026.73,Department of Health and Human Services,2022-12-12,Cost-Reimbursement Contract,MEX,VA
TRX03077,Stephens Ltd,3559672.56,Department of Energy,2023-03-05,Indefinite Delivery Contract,CAN,PA
TRX03078,Baker-Neal,4574969.91,NASA,2022-05-04,Time-and-Materials Contract,MEX,CA
TRX03079,Davis-Smith,4839813.55,NASA,2022-06-16,Fixed-Price Contract,MEX,FL
TRX03080,Jones PLC,3368901.51,Department of Energy,2022-11-14,Cost-Reimbursement Contract,MEX,CA
TRX03081,"Fisher, Thomas and Walls",2494316.31,Department of Health and Human Services,2024-01-20,Cost-Reimbursement Contract,USA,GA
TRX03082,Phillips Inc,1901468.91,Department of Agriculture,2023-04-06,Cost-Reimbursement Contract,MEX,TX
TRX03083,Garrett Group,1012950.72,NASA,2023-07-08,Indefinite Delivery Contract,CAN,TX
TRX03084,Johnson-Floyd,4482859.71,Department of Defense,2022-01-08,Cost-Reimbursement Contract,MEX,PA
TRX03085,Stephenson-Carter,4068548.09,Department of Agriculture,2023-11-11,Time-and-Materials Contract,MEX,NY
TRX03086,"Lee, Gibson and Hendricks",2551743.96,Department of Health and Human Services,2022-05-09,Indefinite Delivery Contract,USA,CA
TRX03087,Curtis Group,1813240.95,NASA,2022-04-26,Time-and-Materials Contract,USA,NC
TRX03088,Baker LLC,1311329.47,Department of Education,2022-10-13,Cost-Reimbursement Contract,MEX,OH
TRX03089,"Allen, Carter and Mitchell",1795008.79,Department of Energy,2022-09-23,Time-and-Materials Contract,CAN,NC
TRX03090,"Walker, Sullivan and Soto",4047491.94,Department of Defense,2021-03-15,Cost-Reimbursement Contract,CAN,PA
TRX03091,Fuller LLC,2992256.01,Department of Education,2022-08-17,Time-and-Materials Contract,USA,FL
TRX03092,Horton and Sons,1837442.04,Department of Defense,2023-02-19,Cost-Reimbursement Contract,CAN,TX
TRX03093,"Miller, Jackson and Wheeler",1065241.23,NASA,2022-10-04,Cost-Reimbursement Contract,USA,FL
TRX03094,"Perez, Davis and Sawyer",1886982.01,Department of Agriculture,2023-10-16,Indefinite Delivery Contract,CAN,GA
TRX03095,"Pham, Baker and Taylor",167444.79,Department of Energy,2023-04-09,Cost-Reimbursement Contract,CAN,NC
TRX03096,Castaneda-Mitchell,783973.01,Department of Defense,2021-10-14,Fixed-Price Contract,USA,MI
TRX03097,"Neal, Martinez and Graham",4225472.87,Department of Education,2023-09-24,Time-and-Materials Contract,USA,OH
TRX03098,Winters Group,3479293.8,Department of Health and Human Services,2022-07-26,Time-and-Materials Contract,USA,OH
TRX03099,"Galloway, Allen and Evans",317489.42,Department of Defense,2021-12-29,Time-and-Materials Contract,USA,NY
TRX03100,"Reid, Mahoney and Castillo",3301357.09,NASA,2021-12-20,Indefinite Delivery Contract,CAN,FL
TRX03101,Scott Inc,2194065.47,Department of Defense,2023-08-28,Fixed-Price Contract,USA,GA
TRX03102,Mendez-Richards,4126083.67,Department of Agriculture,2022-07-21,Cost-Reimbursement Contract,MEX,CA
TRX03103,Wilkinson-Hernandez,3508699.05,Department of Energy,2024-03-03,Indefinite Delivery Contract,USA,MI
TRX03104,Phillips PLC,4378852.29,Department of Agriculture,2023-10-23,Fixed-Price Contract,MEX,OH
TRX03105,"York, Jackson and Peterson",2850517.45,Department of Energy,2022-09-03,Fixed-Price Contract,MEX,MI
